vib_x,vib_y,vib_z,temp
-0.27,-4.04,8.9,33.44
-0.51,-4.9,8.47,33.44
-1.29,-5.33,8.32,33.44
-0.31,-3.77,9.14,33.44
-0.39,-4.9,8.47,33.44
-1.02,-5.37,8.43,33.38
-0.31,-3.73,8.87,33.38
-0.31,-5.49,8.2,33.44
-1.06,-5.02,8.51,33.38
-0.67,-3.92,8.9,33.38
-1.02,-4.98,8.55,33.38
-0.43,-4.12,8.98,33.44
-0.86,-5.41,8.94,33.44
-0.9,-4.86,8.55,33.38
-0.08,-4.39,8.39,33.38
-0.9,-5.33,8.28,33.44
-0.16,-3.96,9.1,33.44
-0.59,-4.63,8.67,33.44
-1.18,-5.77,8.08,33.38
-0.51,-4.2,8.94,33.38
-0.55,-4.04,8.79,33.38
-1.26,-5.57,8.12,33.38
-0.59,-4.28,8.87,33.38
-0.35,-4.12,8.98,33.38
-0.16,-4.59,8.67,33.38
0.12,-4.39,8.67,33.38
-0.35,-4.43,8.39,33.44
-0.24,-4.63,9.02,33.38
-0.16,-4.16,8.83,33.38
-0.67,-4.71,8.71,33.38
-0.2,-4.67,8.59,33.38
-0.67,-5.69,8.08,33.38
-1.06,-5.06,8.32,33.38
-0.47,-3.8,9.06,33.38
-1.02,-5.77,8.32,33.38
-1.26,-4.12,8.71,33.38
-0.39,-3.92,8.98,33.38
-0.47,-5.49,8.24,33.38
-0.59,-5.45,8.16,33.38
-0.94,-5.14,8.55,33.38
-0.51,-4.24,8.83,33.38
-0.59,-3.77,9.06,33.38
-1.06,-4.9,8.47,33.38
-0.59,-4.16,8.87,33.38
-0.71,-5.77,8.36,33.38
-0.98,-5.14,8.43,33.38
-0.08,-3.84,9.14,33.31
-0.39,-5.06,8.28,33.38
-0.67,-5.57,8.0,33.38
-0.43,-4.08,8.87,33.38
-0.24,-5.06,8.24,33.38
-0.59,-4.67,8.71,33.31
-0.94,-4.94,8.51,33.38
-0.39,-4.12,8.9,33.31
-0.94,-4.67,8.63,33.31
-0.86,-4.63,8.59,33.31
-0.35,-4.0,8.98,33.31
-0.31,-5.37,7.96,33.31
-0.82,-4.59,8.28,33.31
-0.39,-4.35,8.75,33.31
-0.27,-4.24,8.9,33.31
-1.22,-5.41,8.12,33.31
-0.55,-4.31,8.87,33.31
-0.47,-4.55,8.87,33.31
0.55,-4.0,8.63,33.31
-0.63,-4.16,9.02,33.31
-0.35,-4.47,8.63,33.31
-1.29,-4.98,8.63,33.31
-0.35,-4.39,8.75,33.31
-0.51,-5.57,8.04,33.31
-1.57,-4.59,9.14,33.25
-0.16,-3.73,9.02,33.25
-0.51,-4.28,9.02,33.25
-1.1,-5.49,8.28,33.31
-0.27,-5.33,8.04,33.25
-0.82,-5.69,8.04,33.25
-1.06,-4.39,8.98,33.25
-0.24,-3.8,9.06,33.31
-1.02,-4.67,8.79,33.25
-0.98,-4.51,8.83,33.25
-0.08,-3.92,8.94,33.25
-0.98,-4.63,8.71,33.25
-0.71,-3.92,9.02,33.25
-0.31,-4.59,8.63,33.25
-0.31,-4.2,9.02,33.25
-0.51,-4.0,9.02,33.25
-1.1,-5.37,8.28,33.31
-0.59,-4.16,8.59,33.31
-0.2,-3.84,9.02,33.25
-2.39,-4.51,9.65,33.25
-0.16,-5.96,8.43,33.25
-0.12,-4.82,8.63,33.25
-0.59,-5.18,8.36,33.31
-0.39,-5.06,8.39,33.25
0.0,-4.82,8.43,33.31
0.04,-5.06,8.39,33.25
-0.43,-5.41,8.16,33.31
-0.2,-4.75,8.63,33.25
-0.51,-4.94,8.39,33.25
-1.1,-6.08,8.75,33.31
-1.29,3.14,9.45,33.31
-1.65,1.96,9.38,33.25
-1.61,-1.8,10.59,33.31
-1.88,-2.79,9.26,33.25
-1.69,-2.75,9.53,33.31
-1.22,-2.12,9.45,33.31
-0.94,-2.43,9.38,33.31
-2.16,-2.9,9.26,33.31
-0.75,-2.16,9.49,33.31
-1.84,-2.51,9.38,33.31
-1.69,-2.43,9.22,33.31
-1.92,-2.55,9.49,33.31
-1.02,-2.67,9.3,33.31
-1.61,-2.51,9.26,33.31
-1.29,-2.12,9.49,33.31
-0.67,-2.35,9.49,33.31
-1.53,-2.28,9.38,33.31
-1.37,-2.0,9.57,33.38
-0.94,-2.59,9.3,33.38
-0.67,-3.49,9.26,33.38
-0.82,-3.49,9.26,33.38
-0.94,-3.69,8.9,33.31
-0.94,-3.22,9.3,33.38
-0.27,-3.65,8.98,33.38
-1.29,-3.77,9.1,33.38
-0.82,-3.1,9.3,33.38
-0.78,-3.26,9.14,33.38
-1.14,-3.69,8.94,33.38
-0.75,-3.18,9.34,33.38
-1.14,-3.73,8.98,33.38
-0.86,-3.33,9.14,33.38
-1.18,-3.77,9.02,33.38
-0.78,-3.1,9.34,33.38
-0.71,-3.37,9.14,33.38
-0.94,-3.1,9.3,33.38
-0.71,-3.26,9.06,33.38
-0.98,-3.77,9.06,33.38
-0.78,-3.3,9.3,33.44
-1.41,-3.69,9.14,33.44
-0.94,-3.18,9.22,33.44
-1.14,-3.92,8.98,33.44
-0.08,-3.02,9.38,33.44
-0.71,-3.53,9.06,33.44
-2.08,-3.92,9.1,33.38
-0.82,-3.41,9.18,33.38
-0.98,-3.65,8.9,33.44
-0.2,-3.22,8.9,33.44
-0.82,-3.53,9.1,33.44
-0.31,-3.41,9.18,33.44
-0.04,-3.53,9.02,33.44
-1.02,-3.53,9.06,33.44
0.75,-2.59,9.02,33.44
-1.06,-3.53,9.06,33.44
-0.86,-3.1,9.3,33.44
-0.86,-3.73,9.06,33.44
-0.86,-3.37,9.14,33.44
-0.9,-3.57,9.34,33.44
-0.98,-3.57,9.06,33.44
-0.86,-3.18,9.26,33.38
-0.82,-3.57,9.06,33.44
-0.51,-3.26,9.06,33.44
-0.75,-3.41,9.22,33.44
-1.26,-3.73,9.14,33.38
-0.51,-3.18,9.26,33.44
-1.37,-3.33,8.9,33.44
-0.82,-3.06,9.38,33.44
-0.9,-2.86,9.34,33.44
-1.06,-3.41,9.22,33.38
-0.86,-3.1,9.38,33.44
-0.75,-4.28,8.83,33.44
-0.67,-3.45,9.26,33.44
-0.67,-3.26,8.98,33.44
-0.86,-3.84,9.1,33.44
-0.82,-4.08,9.14,33.44
-0.82,-3.57,9.1,33.44
-0.43,-3.61,8.98,33.44
-1.06,-4.08,8.79,33.38
-0.78,-3.53,9.1,33.38
-0.31,-3.84,9.18,33.44
-0.55,-3.61,9.1,33.44
-1.41,-4.39,8.75,33.44
-0.51,-3.18,9.3,33.44
-1.02,-3.88,8.94,33.44
-0.47,-3.77,9.26,33.44
-0.2,-3.57,9.1,33.44
-1.37,-4.08,8.79,33.5
-0.82,-3.8,9.02,33.5
-1.1,-4.0,8.87,33.44
-0.16,-3.53,9.06,33.5
-1.14,-3.37,9.22,33.5
-0.2,-3.18,9.65,33.44
-0.82,-4.08,8.87,33.44
-0.12,-3.45,9.26,33.5
-1.22,-4.12,8.79,33.44
-0.35,-4.0,8.94,33.44
-1.1,-4.0,8.87,33.44
0.98,-3.18,9.34,33.44
-1.26,-3.96,8.87,33.44
-0.59,-3.22,9.22,33.5
-0.71,-3.3,9.1,33.44
-0.63,-3.8,8.98,33.44
-0.86,-3.92,8.94,33.38
-0.98,-3.41,9.22,33.44
-0.67,-3.14,9.26,33.44
-0.94,-4.04,9.14,33.44
-0.24,-3.26,9.14,33.44
-0.75,-3.84,9.06,33.44
-0.67,-3.26,9.18,33.44
-1.22,-4.0,8.75,33.38
0.04,-4.0,8.75,33.44
-0.43,-3.65,8.98,33.44
-0.9,-3.88,9.14,33.38
-0.9,-3.69,8.94,33.44
-1.02,-3.57,9.06,33.38
-0.55,-3.26,9.22,33.44
-0.75,-3.18,9.38,33.44
-0.43,-3.69,9.41,33.44
0.27,-3.06,9.26,33.44
-0.9,-3.84,8.9,33.44
-0.94,-3.8,9.02,33.5
-1.14,-4.0,9.02,33.44
-0.55,-3.37,9.14,33.44
-0.2,-3.57,8.98,33.44
-0.75,-3.65,8.9,33.5
-1.14,-4.04,8.83,33.44
-0.12,-4.28,8.83,33.44
0.08,-4.55,8.67,33.5
0.04,-4.51,8.71,33.44
0.04,-4.51,8.75,33.44
0.08,-4.59,8.71,33.44
0.08,-4.51,8.67,33.44
0.04,-4.51,8.71,33.44
0.0,-4.51,8.71,33.44
0.12,-4.55,8.67,33.44
0.04,-4.55,8.75,33.44
0.08,-4.51,8.59,33.44
0.04,-4.51,8.71,33.44
0.08,-4.47,8.67,33.44
-0.04,-4.55,8.71,33.5
0.08,-4.59,8.63,33.44
0.08,-4.63,8.59,33.44
0.04,-4.51,8.67,33.44
0.04,-4.59,8.71,33.44
0.08,-4.55,8.67,33.44
0.08,-4.55,8.67,33.44
0.0,-4.51,8.71,33.44
0.0,-4.51,8.75,33.44
0.08,-4.51,8.75,33.44
0.04,-4.47,8.75,33.44
0.0,-4.63,8.75,33.44
0.08,-4.55,8.75,33.44
0.08,-4.63,8.63,33.5
0.08,-4.55,8.59,33.5
0.08,-4.51,8.71,33.44
0.0,-4.47,8.71,33.44
0.0,-4.59,8.67,33.44
0.04,-4.55,8.75,33.5
-0.04,-4.63,8.67,33.5
-0.16,-4.63,8.71,33.5
-0.12,-4.51,8.63,33.44
-0.24,-4.59,8.71,33.5
-0.31,-4.43,8.79,33.5
-0.16,-4.67,8.71,33.44
-0.43,-4.43,8.67,33.5
-0.16,-4.71,8.67,33.5
-0.08,-4.79,8.63,33.5
-0.04,-4.75,8.59,33.5
-0.08,-4.82,8.55,33.5
-0.12,-4.67,8.59,33.5
-0.04,-4.75,8.51,33.5
0.0,-4.75,8.63,33.5
-0.04,-4.82,8.75,33.5
-0.08,-4.75,8.63,33.56
-0.04,-4.75,8.55,33.5
-0.04,-4.75,8.51,33.5
-0.08,-4.79,8.63,33.56
-0.04,-4.79,8.55,33.5
-0.04,-4.82,8.51,33.5
-0.04,-4.82,8.51,33.5
-0.08,-4.82,8.67,33.56
-0.08,-4.79,8.55,33.56
-0.04,-4.75,8.63,33.56
-0.08,-4.79,8.55,33.56
-0.12,-4.82,8.63,33.56
-0.04,-4.82,8.71,33.5
-0.08,-4.86,8.51,33.5
-0.04,-4.79,8.59,33.5
-0.08,-4.82,8.67,33.56
-0.04,-4.86,8.59,33.56
-0.08,-4.79,8.67,33.56
-0.24,-4.86,8.63,33.56
-0.31,-4.82,8.63,33.56
-0.24,-4.86,8.55,33.56
-0.24,-4.82,8.59,33.56
-0.12,-4.82,8.63,33.56
-0.12,-4.86,8.51,33.56
-0.16,-4.82,8.55,33.56
-0.31,-4.94,8.51,33.56
-0.51,-4.43,8.87,33.56
-0.2,-4.86,8.63,33.63
-0.51,-4.55,8.79,33.63
-1.1,-4.75,8.63,33.63
-1.14,-4.24,9.26,33.63
-0.39,-5.1,8.39,33.63
-0.35,-5.14,8.43,33.56
-0.24,-5.1,8.47,33.56
-0.35,-5.1,8.43,33.56
-0.35,-5.06,8.43,33.56
-0.35,-5.06,8.47,33.56
-0.31,-5.06,8.55,33.56
-0.31,-5.14,8.47,33.63
-0.39,-5.06,8.43,33.63
-0.35,-5.1,8.39,33.63
-0.35,-5.1,8.47,33.63
-0.35,-5.1,8.39,33.63
-0.35,-5.1,8.43,33.63
0.51,-4.35,8.87,33.63
-0.16,-5.1,8.39,33.63
-0.35,-5.1,8.39,33.63
-1.14,-4.94,8.36,33.63
-1.33,-5.02,8.39,33.63
-0.47,-5.22,8.24,33.63
-0.51,-5.22,8.32,33.63
-0.47,-5.22,8.36,33.63
-0.47,-5.3,8.28,33.63
-0.43,-5.26,8.36,33.63
-0.51,-5.18,8.32,33.63
-0.43,-5.22,8.32,33.63
-0.43,-5.18,8.32,33.63
-0.35,-5.22,8.28,33.63
-0.31,-5.26,8.36,33.69
-0.82,-5.41,8.16,33.69
-0.04,-5.1,8.47,33.69
-0.16,-5.14,8.32,33.69
-0.55,-5.53,8.24,33.69
-0.75,-5.37,8.32,33.69
-0.31,-5.1,8.47,33.69
-0.35,-5.45,8.16,33.69
-0.75,-5.26,8.36,33.69
-0.27,-5.06,8.39,33.75
-0.16,-5.22,8.28,33.75
-0.67,-5.18,8.39,33.75
-0.51,-5.57,8.0,33.75
-0.2,-5.14,8.2,33.75
-0.59,-5.22,8.47,33.75
-0.59,-5.53,7.96,33.81
-0.08,-5.14,8.24,33.75
-0.12,-5.18,8.47,33.75
-0.31,-5.26,8.36,33.75
-0.31,-5.22,8.43,33.81
-0.27,-5.26,8.36,33.81
-0.35,-5.26,8.28,33.81
-0.27,-5.3,8.36,33.81
-0.27,-5.26,8.28,33.81
-0.31,-5.26,8.32,33.81
-0.24,-5.26,8.36,33.81
-0.27,-5.26,8.36,33.81
-0.24,-5.26,8.36,33.81
-0.27,-5.22,8.36,33.81
-0.16,-5.26,8.39,33.81
-0.2,-5.3,8.39,33.81
-0.27,-5.18,8.39,33.81
-0.24,-5.26,8.24,33.88
-0.31,-5.22,8.28,33.81
-0.16,-5.3,8.36,33.88
-0.16,-5.3,8.36,33.94
-0.31,-5.18,8.39,33.94
-0.24,-5.26,8.36,33.94
-0.2,-5.22,8.36,33.94
-0.24,-5.26,8.28,33.94
-0.27,-5.18,8.32,33.94
-0.31,-5.22,8.36,33.88
-0.24,-5.18,8.2,33.94
-0.27,-5.18,8.28,33.94
-0.24,-5.26,8.28,33.94
-0.27,-5.26,8.32,33.94
-0.24,-5.3,8.24,33.94
-0.2,-5.26,8.36,33.94
-0.27,-5.22,8.24,33.94
-0.24,-5.22,8.36,33.94
-0.27,-5.26,8.39,33.94
-0.27,-5.26,8.28,34.0
-0.27,-5.26,8.43,33.94
-0.27,-5.26,8.36,33.94
-0.04,-5.45,8.12,34.0
-0.39,-5.22,8.51,34.0
-0.67,-5.26,8.32,34.0
0.16,-5.1,8.55,34.0
-0.35,-5.41,8.16,34.0
0.12,-5.14,8.43,34.0
-1.22,-5.77,8.2,34.0
0.16,-5.14,8.32,34.06
-0.27,-5.14,8.47,34.06
-0.31,-5.61,8.08,34.0
0.67,-5.49,8.47,34.0
-0.63,-5.57,8.12,34.06
0.12,-5.14,8.32,34.06
0.08,-4.39,8.83,34.06
-0.08,-5.33,8.51,34.06
0.12,-5.18,8.32,34.06
-0.67,-5.57,8.2,34.06
-0.43,-5.92,8.36,34.06
-0.08,-5.3,8.39,34.0
-0.35,-5.69,8.04,34.06
0.2,-5.1,8.28,34.06
0.0,-5.18,8.43,34.0
-0.27,-5.26,8.16,34.0
-0.59,-5.53,8.2,34.0
0.67,-4.94,8.43,34.0
-0.67,-6.0,8.08,34.0
-0.31,-5.41,8.24,34.06
-0.04,-5.1,8.39,34.06
-0.35,-5.61,8.08,34.0
0.04,-5.3,8.36,34.06
-0.35,-5.26,8.39,34.06
0.2,-5.41,8.2,34.06
0.35,-5.3,8.43,34.06
-0.51,-5.73,8.0,34.0
0.0,-5.06,8.43,34.0
-0.24,-5.1,8.51,34.06
-0.31,-5.45,8.24,34.06
0.04,-5.1,8.47,34.06
-0.39,-5.33,8.24,34.0
-0.08,-5.3,8.32,34.0
0.16,-5.22,8.39,34.06
-0.55,-5.57,8.16,34.06
-0.55,-5.22,8.36,34.06
-0.04,-5.06,8.47,34.06
-0.51,-5.81,8.08,34.06
-0.16,-5.14,8.43,34.06
-0.55,-5.3,8.39,34.06
-0.63,-5.69,8.04,34.06
-0.43,-5.37,8.36,33.94
-0.59,-5.69,8.04,33.94
0.75,-5.02,8.39,34.0
-0.63,-5.61,8.2,34.0
0.0,-5.22,8.2,34.0
-0.55,-5.53,8.16,34.0
0.27,-5.26,8.28,34.0
-0.08,-5.14,8.16,34.0
-0.24,-5.49,8.16,33.94
-0.04,-6.16,7.53,33.94
-0.55,-5.18,8.28,34.0
-0.2,-5.06,8.47,34.0
0.04,-5.41,8.0,34.0
-0.24,-5.33,8.32,34.0
-0.16,-5.53,8.12,33.94
-0.27,-5.37,8.24,33.94
0.12,-4.51,8.59,34.0
-0.2,-5.06,8.47,34.0
-0.08,-4.79,8.2,34.0
0.04,-5.22,8.36,34.0
-0.16,-5.18,8.16,34.0
-0.04,-5.18,8.24,34.0
-0.35,-5.61,8.0,34.0
0.27,-5.49,8.28,34.0
-0.55,-5.49,8.12,33.94
-0.31,-5.33,8.36,34.0
-0.67,-5.18,8.39,33.94
0.04,-5.22,8.28,34.0
0.04,-5.53,8.16,34.0
-0.31,-5.53,8.32,34.0
-0.27,-5.14,8.51,33.94
-0.04,-5.26,8.43,34.0
-0.04,-5.1,8.39,34.0
-0.43,-5.65,8.08,34.0
0.2,-5.26,7.37,34.0
-0.63,-5.61,8.08,33.94
-0.04,-5.3,8.39,34.0
-0.63,-5.53,8.08,34.0
0.08,-5.26,8.32,34.0
-0.59,-5.53,8.12,33.94
0.2,-5.37,8.2,34.0
-0.75,-5.37,8.36,34.0
0.24,-5.18,8.28,33.81
-0.31,-5.96,7.96,33.88
0.08,-5.02,8.08,33.88
0.0,-5.57,8.04,33.88
-0.59,-5.49,8.28,33.94
0.0,-5.26,8.24,33.88
0.12,-5.57,8.08,33.88
-0.12,-5.22,8.39,33.88
0.24,-5.37,8.12,33.94
-0.71,-5.53,8.04,33.94
-0.24,-5.26,8.36,33.88
0.24,-5.37,8.16,33.88
-0.59,-4.55,8.47,33.88
0.39,-5.06,8.36,33.88
-0.39,-5.57,8.16,33.88
-0.51,-5.49,8.2,33.88
0.0,-5.37,8.2,33.88
-0.51,-5.49,8.2,33.88
0.0,-5.26,8.36,33.88
-0.12,-4.51,8.47,33.88
-0.08,-5.22,8.47,33.88
0.16,-5.06,8.47,33.88
-0.31,-5.65,8.0,33.88
0.24,-5.3,8.24,33.88
-0.12,-5.57,8.04,33.88
-0.51,-5.57,8.16,33.88
0.12,-5.18,8.39,33.88
-0.27,-5.33,8.28,33.88
-0.12,-5.22,8.39,33.81
0.08,-5.18,8.43,33.88
-0.43,-5.41,8.08,33.88
-1.26,-5.84,8.32,33.88
-0.2,-5.37,8.28,33.81
-0.55,-5.49,8.32,33.88
0.08,-5.22,8.32,33.88
-0.24,-5.45,8.2,33.88
0.35,-5.22,8.39,33.88
0.2,-5.61,8.0,33.88
-0.43,-5.65,7.96,33.88
0.2,-5.22,8.43,33.88
-0.39,-5.53,8.12,33.88
-0.39,-5.37,8.32,33.88
-0.16,-5.53,8.51,33.81
-0.63,-5.49,8.39,33.88
-0.12,-5.06,8.59,33.81
-0.51,-5.33,8.08,33.88
-0.16,-5.18,8.39,33.88
0.08,-4.9,8.24,33.88
-0.16,-5.81,7.96,33.81
-0.12,-6.35,7.57,33.88
0.16,-5.18,8.32,33.88
-0.51,-5.33,8.28,33.88
0.24,-4.9,8.59,33.88
-0.51,-5.61,8.2,33.88
0.24,-5.26,8.28,33.88
-0.39,-5.73,7.96,33.88
-0.2,-5.26,8.39,33.88
-0.67,-5.18,8.32,33.88
-0.12,-5.18,8.43,33.88
0.2,-5.61,8.04,33.88
-0.47,-5.49,8.28,33.88
-0.12,-5.33,8.39,33.88
-0.55,-5.45,8.32,33.88
0.24,-5.37,8.28,33.88
-0.67,-5.45,8.32,33.88
0.82,-4.9,8.32,33.88
-0.43,-5.77,8.04,33.88
0.24,-5.37,8.2,33.88
-0.47,-5.73,8.04,33.88
-0.16,-5.06,8.47,33.88
-0.67,-5.18,8.24,33.88
-0.08,-5.1,8.55,33.88
0.2,-5.49,8.04,33.88
0.0,-5.3,8.16,33.88
0.16,-5.61,8.04,33.88
-0.51,-5.45,8.24,33.88
-0.24,-5.33,8.24,33.88
-0.43,-5.22,8.2,33.88
-0.47,-5.22,8.32,33.88
-0.27,-5.1,8.32,33.88
-0.78,-5.92,8.0,33.81
-0.24,-5.14,8.43,33.88
-0.2,-5.22,8.43,33.88
-0.67,-5.53,8.04,33.88
-0.78,-5.57,8.0,33.88
-0.59,-5.41,8.16,33.88
-0.24,-5.26,8.28,33.88
-0.27,-5.3,8.32,33.88
-0.2,-5.3,8.16,33.88
-0.24,-5.37,8.16,33.88
-0.16,-5.3,8.16,33.88
-0.24,-5.33,8.16,33.88
-0.2,-5.26,8.28,33.88
-0.2,-5.33,8.16,33.88
-0.2,-5.26,8.24,33.88
-0.2,-5.33,8.2,33.88
-0.24,-5.33,8.28,33.88
-0.24,-5.33,8.32,33.88
-0.2,-5.37,8.12,33.88
-0.24,-5.3,8.24,33.88
-0.2,-5.37,8.16,33.88
-0.31,-5.33,8.24,33.88
-0.24,-5.26,8.28,33.88
-0.31,-5.33,8.28,33.88
-0.2,-5.26,8.24,33.88
-0.24,-5.33,8.28,33.88
-0.24,-5.3,8.24,33.88
-0.35,-5.22,8.28,33.88
-0.2,-5.33,8.24,33.88
-0.2,-5.3,8.24,33.88
-0.24,-5.33,8.28,33.88
-0.27,-5.33,8.32,33.88
-0.24,-5.33,8.32,33.88
-0.31,-5.3,8.32,33.88
-0.27,-5.3,8.12,33.88
-0.27,-5.33,8.2,33.88
-0.24,-5.26,8.24,33.88
-0.2,-5.33,8.2,33.88
-0.2,-5.33,8.16,33.88
-0.2,-5.3,8.2,33.88
-0.24,-5.37,8.2,33.88
-0.16,-5.33,8.2,33.88
-0.16,-5.41,8.2,33.88
-0.24,-5.3,8.2,33.88
-0.24,-5.3,8.32,33.88
-0.2,-5.33,8.28,33.88
-0.27,-5.3,8.32,33.88
-0.2,-5.3,8.16,33.88
-0.24,-5.33,8.24,33.88
-0.27,-5.33,8.2,33.88
-0.27,-5.3,8.28,33.88
-0.2,-5.3,8.32,33.88
-0.31,-5.22,8.28,33.88
-0.35,-5.18,8.43,33.88
-0.27,-5.26,8.24,33.88
-0.31,-5.3,8.16,33.94
-0.27,-5.18,8.32,33.94
-0.27,-5.26,8.28,33.88
-0.35,-5.22,8.36,33.88
-0.39,-5.22,8.36,33.88
-0.27,-5.22,8.36,33.88
-0.31,-5.22,8.39,33.88
-0.31,-5.18,8.32,33.88
-0.55,-4.98,8.43,33.88
-0.47,-5.06,8.47,33.88
-0.39,-5.06,8.36,33.88
-0.35,-5.1,8.32,33.88
-0.51,-5.06,8.32,33.88
-0.43,-5.1,8.39,33.88
-0.47,-5.06,8.32,33.94
-0.39,-5.06,8.36,33.88
-0.39,-5.14,8.32,33.88
-0.39,-5.06,8.39,33.88
-0.39,-5.1,8.55,33.88
-0.39,-5.06,8.36,33.88
-0.39,-5.06,8.39,33.88
-0.47,-5.1,8.39,33.88
-0.43,-5.1,8.39,33.88
-0.39,-5.06,8.39,33.88
-0.39,-5.1,8.39,33.88
-0.43,-5.06,8.43,33.88
-0.43,-5.14,8.47,33.88
-0.43,-5.06,8.39,33.88
-0.39,-5.1,8.36,33.88
-0.35,-5.14,8.43,33.88
-0.39,-5.06,8.36,33.88
-0.39,-5.02,8.43,33.88
-0.51,-5.06,8.39,33.88
-0.43,-5.1,8.39,33.81
-0.51,-5.02,8.43,33.81
-0.43,-5.14,8.39,33.81
-0.47,-5.02,8.47,33.88
-0.31,-5.14,8.32,33.81
-0.39,-5.06,8.43,33.81
-0.39,-5.1,8.36,33.81
-0.47,-5.14,8.39,33.81
-0.35,-5.22,8.43,33.81
-0.31,-5.22,8.24,33.81
-0.27,-5.14,8.39,33.81
-0.39,-5.14,8.36,33.81
-0.35,-5.14,8.39,33.81
-0.43,-5.14,8.32,33.81
-0.35,-5.18,8.32,33.81
-0.35,-5.18,8.32,33.75
-0.35,-5.14,8.36,33.81
-0.39,-5.22,8.36,33.81
-0.27,-5.14,8.32,33.81
-0.35,-5.14,8.36,33.81
-0.35,-5.18,8.28,33.81
-0.31,-5.22,8.24,33.81
-0.35,-5.18,8.24,33.81
-0.39,-5.14,8.32,33.81
-0.31,-5.18,8.36,33.81
-0.47,-5.14,8.39,33.81
-0.35,-5.14,8.43,33.81
-0.35,-5.18,8.36,33.81
-0.59,-5.33,8.32,33.81
-0.35,-5.18,8.39,33.81
-0.31,-5.14,8.47,33.81
-0.27,-5.22,8.32,33.81
-0.35,-5.06,8.36,33.81
-0.43,-5.33,8.24,33.81
-0.31,-5.18,8.28,33.81
-0.24,-5.18,8.24,33.81
-0.24,-5.14,8.24,33.81
-0.27,-5.22,8.28,33.81
-0.35,-5.18,8.32,33.81
-0.35,-5.14,8.36,33.81
-0.27,-5.22,8.36,33.81
-0.43,-5.14,8.36,33.81
-0.31,-5.14,8.39,33.81
-0.31,-5.22,8.36,33.81
-0.31,-5.18,8.28,33.81
-0.39,-5.1,8.36,33.81
-0.27,-5.14,8.32,33.81
-0.24,-5.26,8.36,33.81
-0.31,-5.18,8.32,33.81
-0.39,-5.14,8.32,33.81
-0.31,-5.14,8.36,33.81
-0.31,-5.14,8.28,33.81
-0.31,-5.14,8.43,33.81
-0.31,-5.22,8.36,33.81
-0.35,-5.22,8.36,33.88
-0.35,-5.18,8.36,33.81
-0.27,-5.26,8.32,33.81
-0.35,-5.26,8.32,33.81
-0.31,-5.18,8.28,33.81
-0.31,-5.18,8.32,33.81
-0.31,-5.06,8.36,33.81
-0.27,-5.14,8.36,33.81
-0.31,-5.14,8.39,33.81
-0.31,-5.18,8.39,33.88
-0.24,-5.22,8.32,33.88
-0.16,-5.14,8.28,33.88
-0.39,-5.14,8.36,33.81
-0.35,-5.14,8.32,33.88
-0.27,-5.22,8.32,33.88
-0.39,-5.1,8.39,33.88
-0.27,-5.33,8.24,33.88
-0.35,-5.1,8.39,33.88
-0.39,-5.22,8.32,33.88
-0.35,-5.14,8.43,33.88
-0.31,-5.18,8.36,33.81
-0.35,-5.18,8.39,33.81
-0.27,-5.26,8.32,33.81
-0.39,-5.1,8.32,33.81
-0.35,-5.14,8.36,33.81
-0.35,-5.18,8.36,33.81
-0.27,-5.22,8.32,33.88
-0.39,-5.18,8.32,33.81
-0.35,-5.18,8.32,33.88
-0.39,-5.14,8.32,33.81
-0.35,-5.18,8.32,33.88
-0.31,-5.18,8.39,33.88
-0.35,-5.22,8.32,33.81
-0.31,-5.18,8.28,33.81
-0.31,-5.18,8.32,33.88
-0.31,-5.18,8.36,33.81
-0.35,-5.26,8.28,33.81
-0.31,-5.22,8.32,33.88
-0.31,-5.18,8.24,33.88
-0.39,-5.14,8.28,33.88
-0.31,-5.22,8.32,33.88
-0.31,-5.3,8.32,33.88
-0.24,-5.18,8.24,33.88
-0.31,-5.14,8.36,33.88
-0.43,-5.22,8.39,33.88
-0.27,-5.18,8.39,33.88
-0.31,-5.18,8.24,33.88
-0.31,-5.26,8.24,33.88
-0.27,-5.22,8.32,33.94
-0.31,-5.18,8.24,33.88
-0.39,-5.1,8.28,33.94
-0.27,-5.26,8.32,33.94
-0.27,-5.14,8.32,33.88
-0.24,-5.3,8.28,33.88
-0.16,-5.18,8.36,33.88
-0.24,-5.1,8.28,33.94
-0.27,-5.18,8.36,33.94
0.04,-5.06,8.16,33.88
-0.27,-5.33,8.16,33.88
0.08,-4.9,8.67,33.94
-0.35,-5.3,8.28,33.94
-1.73,-4.86,8.43,33.94
-1.1,-5.14,8.47,33.94
-0.94,-5.45,8.32,33.94
-0.43,-5.96,8.04,33.94
-1.57,-6.71,7.1,33.94
-3.61,-7.45,5.96,33.94
-1.22,-5.45,6.98,33.94
-0.04,-6.71,7.26,33.94
-0.67,-7.14,7.06,34.0
-0.55,-6.9,7.18,34.0
0.24,-6.67,7.3,34.0
-0.55,-7.02,7.06,34.0
-0.39,-6.9,7.14,33.94
0.12,-6.63,7.26,33.94
0.27,-6.39,7.53,34.0
-0.31,-6.83,7.06,34.0
0.16,-6.39,7.41,34.0
-0.08,-6.79,7.26,34.0
-0.82,-6.71,7.34,34.0
-0.08,-6.51,7.34,34.0
-0.39,-6.63,7.26,34.0
-0.51,-7.02,7.1,34.0
0.12,-6.67,7.18,34.0
0.27,-6.75,7.26,34.0
-0.55,-7.02,7.1,34.0
